kvk,organisatie,pc,jaar,nMedew,nFTE,noemer,nClient,pTijd,tTijd,nTijd,pPnil,tPnil,nPnil,pkPnil,kPnil,kVast,gemContr,tGemContr,nGemContr,instroom,tInstroom,nInstroom,uitstroom,tUitstroom,nUitstroom,doorstroom,tDoorstroom,nDoorstroom,nStag,nVrijw,niv1,tNiv1,niv2,tNiv2,niv3,tNiv3,niv4,tNiv4,niv5,tNiv5,niv6,tNiv6,beh,tBehandel,ovPers,tOvPers,ll,tLl,FTEpCt,tFTEpCt,pVerzuim,tVerzuim,nVerzuim,verzuimFreq,tVerzuimFreq,nVerzuimFreq
41244219,"Woon-, Zorg- En Dienstencentrum 'T Dijkhuis",7437BE,2021,162,73.4,73,74,23.23,36,155,4.85,4,73,7.05,354259,5022655,0.45,73,162,33.45,46,138,24,33,138,5.09,7,138,25,150,14.44,11,11.44,8,43.32,32,13.35,10,0,0,5.72,4,0,0,0,0,11.72,9,0.99,73,5.04,2292,45476,0.91,147,162
41244253,Stichting Woon- En Zorgcentrum Humanitas,7415VA,2019,181,122.15,122,146,22.16,41,185,2.23,3,122,4.21,233111,5540553,0.67,122,181,18.78,34,181,20.99,38,181,2.76,5,181,32,80,14.04,17,41.22,50,39.57,48,3.46,4,1.71,2,0,0,0,0,0,0,0,0,0.84,122,4.55,3340,73421,1.04,188,181
41244253,Stichting Woon- En Zorgcentrum Humanitas,7415VA,2020,195,125.71,126,141,27.69,54,195,3.79,5,126,13.93,806739,5790471,0.64,126,195,34.43,68,198,23.29,46,198,1.01,2,198,41,80,14.56,18,41.24,52,38.66,49,3.98,5,1.57,2,0,0,0,0,0,0,0,0,0.89,126,6.23,4647,74649,1.19,232,195
41244253,Stichting Woon- En Zorgcentrum Humanitas,7415VA,2021,198,112.16,112,149,21.83,43,197,7.42,8,112,17.8,1064330,5980211,0.57,112,198,20.71,41,198,18.69,37,198,3.03,6,198,25,100,13.82,16,37.96,43,39.01,44,4.65,5,2.29,3,0,0,0,0,0,0,2.26,3,0.75,112,22.13,9060,40938,1.77,351,198
41247103,Stichting Woonzorgcentra Flevoland,8224BP,2019,318,177,177,268,29.87,95,318,3.32,6,177,3.51,347600,9900000,0.56,177,318,26.73,85,318,23.27,74,318,NA,NA,NA,26,295,8.19,15,21.98,39,34.68,61,14.28,25,6.28,11,1.3,2,1.03,2,4.33,8,7.79,14,0.66,177,9.31,104905,1126605,0.84,268,318
41247103,Stichting Woonzorgcentra Flevoland,8224BP,2020,345,199.9,200,312,29.28,101,345,3.01,6,200,7.21,580942,8055776,0.58,200,345,29.14,66,227,16.78,38,227,7.51,17,227,10,279,6.96,14,19.06,38,41.21,82,6.56,13,0.61,1,0,0,7.2,14,9.27,19,9.13,18,0.64,200,NA,NA,NA,0.88,304,345
41247103,Stichting Woonzorgcentra Flevoland,8224BP,2021,449,202.48,202,254,28.06,126,449,NA,NA,NA,4.55,514999,11320636,0.45,202,449,30.16,168,557,24.06,134,557,4.13,23,557,55,230,6.9,14,20,41,38.6,78,5.4,11,0,0,0,0,5.8,12,14.2,29,9.1,18,0.8,202,8.76,18549,211700,0.48,215,449
41265029,Stichting De Rijnhoven,3480DA,2019,562,199.18,199,243,40.5,196,484,17.12,34,199,32.24,3661730,11358709,0.35,199,562,51.22,221,432,23.17,100,432,2.78,12,432,125,238,8.56,17,21.64,43,41.07,82,6.4,13,1.02,2,0,0,5.22,10,6.02,12,10.05,20,0.82,199,6.87,5312,77339,0.88,496,562
41265029,Stichting De Rijnhoven,3480DA,2020,596,221.32,221,242,22.01,92,418,16.09,36,221,35.22,4013526,11394864,0.37,221,596,19.07,86,451,22.84,103,451,1.77,8,451,88,237,21.09,47,13.59,30,34.39,76,6.44,14,0.77,2,0,0,5.57,12,5.87,13,12.27,27,0.91,221,6.72,5516,82092,0.73,434,596
41265029,Stichting De Rijnhoven,3480DA,2021,640,232.65,233,240,21.95,99,451,14.08,33,233,27.32,3279995,12007881,0.36,233,640,28.54,124,435,17.03,74,435,2.3,10,435,0,309,24.13,56,14.82,34,30.96,72,7.03,16,0.74,2,0,0,6.38,15,6.93,16,9,21,0.97,233,7.61,7196,94546,0.87,555,640
41265263,Stichting De Bilthuysen,3508SC,2019,548,274,274,301,43.98,241,548,8.8,24,274,13.73,2128030,15499899,0.5,274,548,22.26,122,548,41.97,230,548,3.65,20,548,13,302,28.36,78,20.91,57,27.63,76,2.26,6,2.08,6,0,0,3.98,11,0.88,2,13.91,38,0.91,274,7.44,7441,100010,1.35,740,548
41265263,Stichting De Bilthuysen,3508SC,2020,436,288.2,288,299,25.23,110,436,19.01,55,288,32.76,4605511,14057107,0.66,288,436,28.05,138,492,40.24,198,492,12.2,60,492,29,311,36.5,105,18.18,52,24.6,71,3.75,11,1.32,4,0,0,3.78,11,0.52,2,11.35,33,0.96,288,9.07,9181,101219,1.3,567,436
41266037,Interkerkelijke Stichting Zorgvoorzieningen De Brug,3508SC,2019,391,195.5,196,245,39.39,154,391,7.16,14,196,12.62,1416983,11231416,0.5,196,391,45.52,178,391,43.73,171,391,2.56,10,391,29,400,21.59,42,16.68,33,40.31,79,4.35,9,0,0,0,0,5.93,12,1.33,3,9.82,19,0.8,196,6.68,4766,71347,1.23,481,391
41266037,Interkerkelijke Stichting Zorgvoorzieningen De Brug,3508SC,2020,380,213.4,213,245,24.74,94,380,6.56,14,213,14.94,1630902,10919466,0.56,213,380,24.38,94,386,17.9,69,386,7.52,29,386,81,428,20.62,44,21.09,45,41.19,88,3.37,7,0,0,0,0,5.34,11,0.52,1,7.83,17,0.87,213,9.62,7492,77883,1.23,467,380
50024078,Stichting Zorgwaard,3297SE,2019,702,376.4,376,385,2.33,17,729,1.89,7,376,4.37,722876,16529318,0.54,376,702,18.79,132,703,13.24,93,703,3.27,23,703,19,1020,13.97,53,14.03,53,31.22,118,15.57,59,1.49,6,0.64,2,8.08,30,1.67,6,10.2,38,0.98,376,6.42,14633,227942,0.71,498,702
50024078,Stichting Zorgwaard,3297SE,2020,726,388.9,389,417,9.46,67,708,1.8,7,389,4.22,718729,17025197,0.54,389,726,18.04,131,726,12.95,94,726,1.38,10,726,87,1056,14.07,55,17.97,70,32.01,125,16.66,65,2.42,9,0.26,1,9.18,36,0.98,4,6.45,25,0.93,389,8.48,21339,251645,0.91,658,726
50024078,Stichting Zorgwaard,3297SE,2021,781,481.4,481,380,18.82,147,781,2.91,14,481,6.26,1292039,20644000,0.62,481,781,15.49,121,781,12.93,101,781,1.66,13,781,23,1093,14,67,14,67,34.99,168,17,82,1,5,0,0,9.01,43,2,10,8,39,1.27,481,9.3,26511,285065,0.9,702,781
50033336,Stichting Woonzorgboerderij Moriahoeve,3931PM,2019,87,45.7,46,36,37.08,33,89,1.27,1,46,2.43,52590,2163504,0.53,46,87,20.81,18,87,17.34,15,87,1.16,1,87,15,38,6.19,3,30.92,14,40.98,19,1.97,1,7.59,3,1.01,0,0,0,11.33,5,0,0,1.28,46,3.24,1769,54600,0.84,73,87
50033336,Stichting Woonzorgboerderij Moriahoeve,3931PM,2020,105,43.39,43,36,17.98,16,89,0.48,0,43,3.98,86479,2170801,0.41,43,105,21.86,20,92,14.21,13,92,2.19,2,92,17,44,10.26,4,22.82,10,38.79,17,0.44,0,8.18,4,0,0,0,0,1.13,0,16.73,7,1.22,43,5.24,1581,30167,0,0,105
50033336,Stichting Woonzorgboerderij Moriahoeve,3931PM,2021,97,46.53,47,36,32.91,26,79,0.13,0,47,0.23,5608,2430017,0.48,47,97,22.33,23,103,6.8,7,103,0.97,1,103,4,40,12.14,6,33.1,15,42.55,20,2.71,1,8.42,4,0,0,1.07,1,0,0,0,0,1.28,47,7.16,2798,39100,1.25,121,97
50104063,Patrick De Kort,5038HD,2019,27,18.3,18,17,12.5,3,24,0,0,18,NA,NA,NA,0.68,18,27,17.39,4,23,17.39,4,23,13.04,3,23,2,14,6.56,1,18.58,3,40.44,7,12.02,2,0,0,0,0,0,0,4.92,1,17.49,3,1.09,18,6.26,418,6679,1.07,29,27
50226339,Stichting King Arthur Groep,3825BS,2019,9,3.39,3,21,100,9,9,NA,NA,NA,1199.67,1093201,91125,0.38,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6.78,0,0,0,1.18,0,24.48,1,6.49,0,0,0,0,0,0,0,61.06,2,0.17,3,1.12,12,1068,0.67,6,9
50226339,Stichting King Arthur Groep,3723MB,2020,16,12.2,12,19,75,12,16,64.75,8,12,65.11,423427,650295,0.76,12,16,55.17,8,15,6.9,1,15,6.9,1,15,8,19,0,0,22.13,3,23.77,3,21.31,3,4.92,1,0,0,0,0,9.84,1,10.66,1,0.65,12,2.47,9,365,1.69,27,16
50226339,Stichting King Arthur Groep,3723MB,2021,34,35,35,20,28.21,11,39,43.43,15,35,77.62,793734,1022600,1.03,35,34,18.75,6,32,46.88,15,32,12.5,4,32,14,26,0,0,30.86,11,35.77,13,4.29,2,0,0,0,0,0,0,0,0,4.29,2,1.73,35,4.38,16,365,0.97,33,34
50436112,Care Residence Zonnestraal B.v.,1213ZB,2019,41,27.52,28,28,30,12,40,18.53,5,28,13.35,219000,1640000,0.67,28,41,12.66,5,40,15.19,6,40,0,0,40,4,2,4.36,1,6.83,2,49.06,14,12.35,3,2.4,1,0,0,0,0,25,7,0,0,0.98,28,6.49,581,8954,0.76,31,41
50436112,Care Residence Zonnestraal B.v.,1213ZB,2020,43,29.11,29,29,32.56,14,43,18.55,5,29,13.84,195618,1413025,0.68,29,43,16.47,7,43,14.12,6,43,4.71,2,43,3,2,3.44,1,14.08,4,53.59,16,14.08,4,3.44,1,0,0,0,0,11.37,3,0,0,1,29,9.6,1020,10625,0.88,38,43
50436112,Care Residence Zonnestraal B.v.,1213ZB,2021,41,28.37,28,29,31.71,13,41,21.85,6,28,14.5,303966,2096497,0.69,28,41,11.9,5,42,11.9,5,42,9.52,4,42,4,4,3.52,1,14.45,4,45.51,13,12.34,4,3.52,1,0,0,0,0,14.38,4,6.27,2,0.99,28,14.3,1593,11136,1.32,54,41
50446282,Sanare Thuiszorg B.v.,2841BN,2019,68,22.3,22,20,45.59,31,68,NA,NA,NA,NA,NA,NA,0.33,22,68,33.63,19,57,17.7,10,57,3.54,2,57,2,7,0,0,24.22,5,30.27,7,21.97,5,8.07,2,0,0,0,0,12.11,3,3.36,1,1.14,22,3.22,190,5900,0.56,38,68
50446282,Sanare Thuiszorg B.v.,2841BN,2020,68,28.8,29,7,51.85,42,81,3.13,1,29,2.33,42130,1807499,0.42,29,68,29.63,20,68,14.81,10,68,2.96,2,68,4,8,0,0,22.22,6,24.31,7,18.75,5,8.68,3,2.33,1,0,0,10.76,3,1.81,1,4.36,29,2.8,200,7136,0.51,35,68
50446282,Sanare Thuiszorg B.v.,2841BN,2021,45,17.76,18,14,31.25,15,48,8.22,1,18,11.67,112694,965915,0.39,18,45,29.79,14,47,21.28,10,47,2.13,1,47,8,7,1.8,0,21.96,4,28.15,5,19.03,3,4.84,1,1.91,0,0,0,19.82,4,1.91,0,1.28,18,5.11,466,9124,0.73,33,45
5060683,Stichting Zorgspectrum Het Zand,8004DD,2019,1057,594.06,594,366,5.79,63,1088,6.41,38,594,15.78,467300,2961400,0.56,594,1057,42.85,418,976,23.68,231,976,NA,NA,NA,222,722,9.19,55,0.93,6,42.71,254,10.45,62,0,0,0.13,1,5.12,30,26.58,158,4.87,29,1.62,594,7.5,21143,281918,0.76,808,1057
5060683,Stichting Zorgspectrum Het Zand,8004DD,2020,1201,625.9,626,405,15.74,158,1004,4.39,28,626,8.84,2990541,33843833,0.52,626,1201,25.54,292,1144,1.75,20,1144,1.75,20,1144,65,596,9.83,62,2.03,13,40.35,253,11.35,71,0.69,4,0.39,2,5.18,32,25.28,158,4.91,31,1.55,626,7.39,20451,276740,0.8,961,1201
5060683,Stichting Zorgspectrum Het Zand,8004DD,2021,1258,637,637,407,8.06,78,968,2.65,17,637,6,2212209,36872238,0.51,637,1258,20.99,245,1168,4.54,53,1168,43.6,509,1168,67,596,8.52,54,3.49,22,39.66,253,11.15,71,0.6,4,0.47,3,5.16,33,25.94,165,5.01,32,1.56,637,NA,NA,NA,0.08,100,1258
50672703,Stichting Huize Ten Berghe,3055GG,2019,38,20.2,20,16,18.42,7,38,0,0,20,NA,NA,NA,0.53,20,38,14.08,5,36,14.08,5,36,0,0,36,4,3,0,0,27.72,6,46.53,9,0,0,4.95,1,0,0,0,0,20.79,4,0,0,1.26,20,7.99,390,4881,1.16,44,38
50672703,Stichting Huize Ten Berghe,3055GG,2020,38,20.4,20,16,21.05,8,38,0.59,0,20,0.82,9543,1158816,0.54,20,38,21.05,8,38,21.05,8,38,0,0,38,5,3,0,0,26.67,5,42.99,9,0,0,3.24,1,0,0,0,0,27.06,6,0,0,1.28,20,6.67,367,5502,1.21,46,38
50672703,Stichting Huize Ten Berghe,3055GG,2021,37,21.63,22,16,22.22,8,36,1.43,0,22,7.65,89688,1173153,0.58,22,37,25.35,9,36,14.08,5,36,8.45,3,36,2,3,15.86,3,10.03,2,36.2,8,0,0,2.82,1,0,0,0,0,17.61,4,17.48,4,1.35,22,5.44,253,4651,1.54,57,37
5072572,Stichting Zorggroep Raalte,8102EA,2019,337,178.14,178,178,16.43,57,347,3.82,7,178,7.57,644118,8505861,0.53,178,337,10.39,35,337,11.57,39,337,0.89,3,337,51,631,17.33,31,12.62,22,48.63,87,14.76,26,0.84,2,0,0,0,0,0,0,5.82,10,1,178,6.25,3880,62074,0.73,246,337
5072572,Stichting Zorggroep Raalte,8102EA,2020,361,196.65,197,204,24.38,88,361,3.04,6,197,1.67,164875,9886715,0.54,197,361,19.67,71,361,13.3,48,361,0.55,2,361,66,642,17.46,34,11.3,22,49.57,97,14.16,28,1.13,2,0,0,0,0,0,0,6.38,13,0.96,197,8.87,11687,131765,0.85,307,361
5072572,Stichting Zorggroep Raalte,8102EA,2021,362,204.17,204,177,12.7,47,370,4.59,9,204,8.35,862469,10330268,0.56,204,362,14.07,51,363,5.24,19,363,1.1,4,363,52,563,18.04,37,9.93,20,50.08,102,14.51,30,1.25,3,0.73,2,0,0,0,0,5.46,11,1.15,204,6.58,24,365,0.53,193,362
50741632,Noura Boutachdat,4233ZG,2019,409,193,193,237,31.54,129,409,9.84,19,193,11.67,1764844,15128589,0.47,193,409,30.91,132,427,20.61,88,427,1.41,6,427,39,617,4.66,9,11.92,23,54.92,106,6.22,12,2.07,4,0,0,0,0,0,0,12.44,24,0.81,193,6.53,14277,218637,0.86,351,409
50741632,Noura Boutachdat,4233ZG,2020,430,215.72,216,243,25.74,121,470,8.59,19,216,10.4,1698000,16332000,0.5,216,430,29.17,132,453,19.67,89,453,3.76,17,453,47,615,8.34,18,12.98,28,53.31,115,5.56,12,2.32,5,0,0,0,0,0,0,9.73,21,0.89,216,7.47,17515,234471,1.05,450,430
50741632,Noura Boutachdat,4233ZG,2021,439,213,213,244,24.95,120,481,17.32,37,213,14.75,2677,18144,0.49,213,439,19.6,93,475,19.81,94,475,10.96,52,475,45,525,10.33,22,15.49,33,57.28,122,6.1,13,1.88,4,0,0,0,0,0,0,8.92,19,0.87,213,9.18,17545,191124,0.88,387,439
5075996,Stichting Saxenburgh Groep,7770AA,2019,1014,539.8,540,446,19.82,201,1014,1.44,8,540,2.54,555748,21848969,0.53,540,1014,19.36,179,925,14.49,134,925,NA,NA,NA,181,750,0.02,0,13.02,70,48.78,263,18.13,98,0,0,1.79,10,5.7,31,5.06,27,7.48,40,1.21,540,6.44,26390,409895,1.11,1123,1014
5075996,Stichting Saxenburgh Groep,7770AA,2020,1094,602.1,602,443,21.12,231,1094,3.05,18,602,5.99,1405648,23450228,0.55,602,1094,7.59,80,1054,10.25,108,1054,NA,NA,NA,80,750,0.17,1,19.09,115,42.54,256,16.98,102,0,0,1.31,8,5.96,36,6.9,42,7.06,43,1.36,602,9.05,36132,399310,0.94,1032,1094
5075996,Stichting Saxenburgh Groep,7770AA,2021,1081,516.66,517,437,24.78,225,908,2.71,14,517,5.94,1446635,24348860,0.48,517,1081,15.38,145,943,17.19,162,943,NA,NA,NA,71,650,5.95,31,17.29,89,45.05,233,18.46,95,0,0,1.9,10,6.22,32,0,0,5.11,26,1.18,517,8.36,13350,159598,0,1,1081
5076932,Stichting Hanzeheerd,8181DB,2019,209,95.2,95,123,28.75,46,160,6.09,6,95,9.41,414286,4401192,0.46,95,209,34.76,65,187,35.83,67,187,10.7,20,187,47,381,24.16,23,11.97,11,52,50,5.46,5,0.74,1,0,0,0,0,5.67,5,0,0,0.77,95,7.4,1838,24841,1.05,220,209
5076932,Stichting Hanzeheerd,8181DB,2020,180,84.19,84,106,21.26,37,174,21.64,18,84,35.85,1590639,4437449,0.47,84,180,30,54,180,30,54,180,21.67,39,180,18,360,21.69,18,17.39,15,51.76,44,3.65,3,3.65,3,0,0,0,0,1.86,2,0,0,0.79,84,13.13,4240,32292,0.78,141,180
5076932,Stichting Hanzeheerd,8181DB,2021,184,92.36,92,107,20.21,39,193,27.53,25,92,47.07,2253690,4788266,0.5,92,184,23.98,44,184,25.61,47,184,16.35,30,184,7,268,20.9,19,17.02,16,52.57,49,5.72,5,3.74,3,0,0,0,0,0.06,0,0,0,0.86,92,11.8,3978,33711,0.93,171,184
5081871,Stichting Driezorg- Wonen Welzijn & Zorg,8000AR,2019,447,258.6,259,316,19.78,92,465,5.65,15,259,10.5,1462161,13928120,0.58,259,447,37.53,164,437,24.71,108,437,3.43,15,437,18,670,12.57,33,4.83,13,59.28,153,10.83,28,0.97,3,0,0,0,0,4.29,11,7.23,19,0.82,259,7.7,5178,67247,1.11,498,447
5081871,Stichting Driezorg- Wonen Welzijn & Zorg,8000AR,2020,484,295.66,296,308,28.88,108,374,3.36,10,296,10.27,1473340,14341213,0.61,296,484,22.27,106,476,22.27,106,476,0,0,476,62,641,13.58,40,10.28,30,51.94,154,11.99,35,0,0,0.66,2,0,0,3.09,9,8.47,25,0.96,296,10.9,8379,76871,1.06,513,484
5081871,Stichting Driezorg- Wonen Welzijn & Zorg,8000AR,2021,490,309.48,309,317,25.1,120,478,4.13,13,309,14.49,2053530,14168922,0.63,309,490,35.33,168,476,34.7,165,476,0,0,476,77,402,14.73,46,12.44,39,44.11,137,10.31,32,0,0,3.07,10,0,0,6.49,20,8.85,27,0.98,309,12.8,10299,80464,1.06,519,490
5083801,Stichting Christelijke Zonnehuisgroep Ijssel-Vecht,8032DZ,2019,748,370.71,371,359,30.75,230,748,1.56,6,371,2.43,675075,27816608,0.5,371,748,35.15,284,808,33.91,274,808,7.05,57,808,167,471,18.13,67,5.98,22,43.29,160,14.77,55,3.34,12,0.21,1,6.89,26,3.91,15,3.47,13,1.03,371,6.67,7888,118306,1.01,753,748
5083801,Stichting Christelijke Zonnehuisgroep Ijssel-Vecht,8032DZ,2020,749,382.08,382,350,27.64,207,749,1.49,6,382,2.62,761320,29006056,0.51,382,749,26.37,210,797,36.03,287,797,7.78,62,797,160,398,20.1,77,6.59,25,42.69,163,15.18,58,2.86,11,0,0,6.29,24,1.9,7,4.4,17,1.09,382,8.99,10760,119728,0.97,730,749
5083801,Stichting Christelijke Zonnehuisgroep Ijssel-Vecht,8032DZ,2021,853,412.84,413,350,28.49,243,853,2.4,10,413,5.62,1158021,20620302,0.48,413,853,11.99,96,801,12.73,102,801,7.49,60,801,174,430,19.36,80,3.59,15,49.76,205,8.66,36,3.18,13,0,0,5.73,24,5.74,24,3.99,16,1.18,413,7.95,29,365,0.78,665,853
51049384,De Oude Pastorie,1271VP,2019,54,38.18,38,26,21.67,13,60,1.26,0,38,1.85,34390,1861409,0.71,38,54,50,27,54,25.93,14,54,3.7,2,54,4,26,0,0,8.01,3,43.43,17,23.02,9,4.61,2,0,0,0,0,5.92,2,2.65,1,1.5,38,5.07,568,11205,0.67,36,54
51049384,De Oude Pastorie,1271VP,2020,60,41.91,42,25,15.25,9,59,0.98,0,42,1.35,29070,2151109,0.7,42,60,25.21,15,60,25.21,15,60,1.68,1,60,3,24,0,0,7.37,3,40.63,17,22.07,9,3.58,2,0,0,0,0,7.95,3,3.48,1,1.64,42,4.82,590,12240,0.6,36,60
51049384,De Oude Pastorie,1271VP,2021,64,42.82,43,25,27.94,19,68,0.47,0,43,0.63,14011,2210927,0.67,43,64,29.46,19,65,21.71,14,65,4.65,3,65,6,26,0,0,6.4,3,33.47,14,29.5,13,3.22,1,0,0,0,0,10.18,4,3.32,1,1.7,43,4.08,508,12451,0.66,42,64
51286068,Stichting Vecht En Ijssel,3526XB,2019,352,250.4,250,1,28.91,111,384,8.19,21,250,13.15,1555733,11833457,0.71,250,352,17.89,68,380,17.89,68,380,5.53,21,380,29,562,1.68,4,12.06,30,42.93,108,10.66,27,0,0,1.84,5,0,0,18.53,46,10.9,27,NA,250,7.8,7166,91872,1.11,389,352
51286068,Stichting Vecht En Ijssel,3526XB,2020,380,266.8,267,1,29.73,121,407,7.65,20,267,15.21,2031000,13356000,0.7,267,380,21.14,85,402,15.17,61,402,5.97,24,402,37,559,2.55,7,12.11,32,38.79,104,13.42,36,0,0,2.25,6,0,0,19.72,53,11.17,30,NA,267,9.31,7926,85120,1.66,630,380
51286068,Stichting Vecht En Ijssel,3526XB,2021,388,265.6,266,313,30.28,119,393,11.63,31,266,23.12,3091000,13369000,0.68,266,388,20.1,80,398,23.12,92,398,13.82,55,398,53,559,2.82,8,15.66,42,34.68,92,14.72,39,0,0,1.17,3,0,0,17.55,47,13.4,36,0.85,266,8.5,6872,80850,1.19,462,388
51480816,Groenevelt & De Ru T.h.o.d.n. Herbergier Zoetermeer,2723PB,2019,26,18.4,18,16,26.67,8,30,2.12,0,18,4.8,34698,722453,0.71,18,26,24.14,7,29,17.24,5,29,6.9,2,29,18,11,0,0,4.84,1,42.28,8,6.63,1,0,0,0,0,0,0,31.74,6,14.51,3,1.15,18,3.33,202,6059,1.31,34,26
51662264,Stichting Dienstencentrum Oud Burgeren Gasthuis (Obg),6524PJ,2019,25,14.5,15,16,32.14,9,28,0,0,15,NA,NA,NA,0.58,15,25,40,10,25,16,4,25,0,0,25,8,0,42.07,6,7.59,1,43.45,6,4.83,1,0,0,0,0,0,0,0,0,2.07,0,0.92,15,5.62,376,6690,0.48,12,25
51662264,Stichting Dienstencentrum Oud Burgeren Gasthuis (Obg),6524PJ,2020,25,14.2,14,14,26.09,6,23,0,0,14,NA,NA,NA,0.57,14,25,12.24,3,25,24.49,6,25,0,0,25,9,0,43.66,6,4.93,1,40.14,6,4.93,1,0,0,0,0,0,0,0,0,6.34,1,1.01,14,5,241,4820,0.68,17,25
51662264,Stichting Dienstencentrum Oud Burgeren Gasthuis (Obg),6524PJ,2021,26,15,15,14,25.93,7,27,2,0,15,2.78,22771,818173,0.58,15,26,15.69,4,26,11.76,3,26,0,0,26,3,0,45.33,7,2,0,40.67,6,4.67,1,0,0,0,0,0,0,0,0,7.33,1,1.07,15,8.79,633,7204,0.85,22,26
51822113,Woonzorg Palsma Zathe,8912CE,2019,23,13.76,14,14,32,8,25,3.2,0,14,4.33,31020,716967,0.6,14,23,26.09,6,23,8.7,2,23,0,0,23,5,6,0,0,3.71,1,69.11,10,10.97,2,0,0,0,0,0,0,16.21,2,0,0,0.97,14,3.48,130,3733,2.43,56,23
52075761,V.o.f Herbergier Ede,6713TL,2019,27,15.7,16,16,0,0,27,0,0,16,NA,NA,NA,0.58,16,27,7.41,2,27,0,0,27,0,0,27,4,4,11.46,2,29.3,5,31.85,5,20.38,3,0,0,0,0,0,0,0,0,6.37,1,0.98,16,26.58,97,365,0.44,12,27
52075761,V.o.f Herbergier Ede,6713TL,2020,25,15.8,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,16,25,4.08,1,25,4.08,1,25,4.08,1,25,1,0,23.42,4,29.11,5,25.32,4,12.66,2,6.33,1,0,0,0,0,0,0,0,0,0.93,16,NA,NA,NA,0.08,2,25
52529193,Stichting Thuiszorg De Ommejas,9981HB,2019,15,10.4,10,6,42.86,6,14,0,0,10,0,0,439829,0.69,10,15,20.69,3,15,0,0,15,0,0,15,3,3,0,0,39.42,4,30.77,3,29.81,3,0,0,0,0,0,0,0,0,0,0,1.73,10,0,0,365,0,0,15
52529193,Stichting Thuiszorg De Ommejas,9981HB,2020,15,11,11,11,26.67,4,15,0,0,11,NA,NA,NA,0.73,11,15,6.9,1,15,6.9,1,15,6.9,1,15,4,2,0,0,0,0,65.45,7,26.36,3,8.18,1,0,0,0,0,0,0,0,0,1,11,0,0,4015,0,0,15
52529193,Stichting Thuiszorg De Ommejas,9981HB,2021,12,8.8,9,6,25,3,12,0,0,9,NA,NA,NA,0.73,9,12,83.33,10,12,83.33,10,12,0,0,12,6,3,0,0,0,0,82.95,7,17.05,2,0,0,0,0,0,0,0,0,0,0,1.47,9,0,0,2363,0,0,12
52611302,Stichting Landelijk Wonen Klein Houtdijk,3471BS,2019,34,12.66,13,13,0,0,34,1.58,0,13,2.04,13500,663342,0.37,13,34,5.88,2,34,2.94,1,34,2.94,1,34,3,4,9.56,1,8.77,1,63.35,8,11.37,1,0,0,0,0,0,0,4.74,1,2.21,0,1,13,3.76,110,2925,0.21,7,34
52611302,Stichting Landelijk Wonen Klein Houtdijk,3471BS,2020,33,12.16,12,13,0,0,33,1.64,0,12,2.12,13336,630106,0.37,12,33,2.99,1,34,5.97,2,34,0,0,34,3,5,9.95,1,9.13,1,61.84,8,11.84,1,0,0,0,0,0,0,4.93,1,2.3,0,0.94,12,6.67,195,2925,0.64,21,33
52611302,Stichting Landelijk Wonen Klein Houtdijk,3471BS,2021,28,12.68,13,13,0,0,28,1.58,0,13,2.58,16739,648705,0.45,13,28,0,0,28,7.14,2,28,0,0,28,3,6,7.33,1,8.83,1,61.36,8,5.28,1,0,0,0,0,0,0,12.46,2,4.73,1,0.95,13,5.64,1127,19971,0.64,18,28
52751511,Kwabo Zorg T.h.o.d.n. Herbergier-Oldeberkoop,8421PN,2019,29,18.85,19,17,27.59,8,29,0,0,19,NA,NA,NA,0.65,19,29,10.91,3,28,3.64,1,28,3.64,1,28,18,7,14.59,3,16.13,3,44.19,8,8.33,2,2.33,0,0,0,0,0,0,0,14.43,3,1.12,19,3.57,195,5467,0.66,19,29
52751511,Kwabo Zorg T.h.o.d.n. Herbergier-Oldeberkoop,8421PN,2020,27,17.42,17,17,14.81,4,27,NA,NA,NA,NA,NA,NA,0.65,17,27,12.24,3,25,0,0,25,4.08,1,25,12,6,11.37,2,24.68,4,49.37,9,10.05,2,0,0,0,0,0,0,0,0,4.48,1,1.03,17,4.58,285,6229,0.04,1,27
52751511,Kwabo Zorg T.h.o.d.n. Herbergier-Oldeberkoop,8421PN,2021,26,17.15,17,17,3.85,1,26,NA,NA,NA,NA,NA,NA,0.66,17,26,7.69,2,26,7.69,2,26,3.85,1,26,14,6,10.2,2,28.28,5,47.29,8,9.68,2,0,0,0,0,0,0,0,0,4.55,1,1.03,17,1.84,74,4026,0.65,17,26
53415671,De Wende Overasselt,6611KB,2019,11,6.18,6,6,30,3,10,0,0,6,NA,NA,NA,0.56,6,11,30,3,10,30,3,10,0,0,10,2,2,9.39,1,70.55,4,9.39,1,9.39,1,0,0,1.29,0,0,0,0,0,0,0,1.02,6,3.33,46,1383,0.27,3,11
53612299,Hart Van Zwaag,1689EP,2019,28,18.82,19,14,35.71,10,28,NA,NA,NA,NA,NA,NA,0.67,19,28,84.44,19,23,31.11,7,23,8.89,2,23,7,14,25.08,5,15.41,3,35.6,7,23.91,5,0,0,0,0,0,0,0,0,0,0,1.35,19,100,153,153,0.21,6,28
